item_id,store_id,department_info,cost_to_pay
1131723,3002720,BLANK,38.0
1131724,925693,46,9.22
1131725,925693,46,12.14
1131726,BLANK,BLANK,0.03
1131729,BLANK,BLANK,30.36
1131730,BLANK,BLANK,0.38
1131731,3002720,BLANK,80.85
1131732,BLANK,BLANK,42.47
1131733,3002720,BLANK,82.8
1131734,BLANK,BLANK,0.76
1131736,BLANK,BLANK,180.0
1131738,3002720,BLANK,0.96
1131739,BLANK,BLANK,56.13
1131740,BLANK,BLANK,95.0
1131742,BLANK,BLANK,166.0
1131745,925693,46,13.69
1131746,925693,46,25.36
1131747,BLANK,BLANK,40.98
1131748,3002720,BLANK,2.45
1131749,925693,46,12.88
1131750,925693,46,9.21
1131752,BLANK,BLANK,0.43
1131753,3002720,BLANK,10.8
1131754,925693,46,7.06
1131755,925693,02,1.19
1131756,BLANK,BLANK,144.0
1131757,BLANK,BLANK,1.44
1131760,BLANK,BLANK,60.77
1131761,BLANK,BLANK,10.01
1131762,925693,46,12.82
1131764,925693,46,12.82
1131765,BLANK,BLANK,1.44
1131766,BLANK,BLANK,2.36
1131767,BLANK,BLANK,20.7
1131768,3002720,BLANK,1.24
1131769,3002720,BLANK,56.23
1131770,BLANK,BLANK,4.19
1131771,3002720,BLANK,79.9
1131772,BLANK,BLANK,0.37
1131774,BLANK,BLANK,160.92
1131775,925693,46,12.82
1131776,BLANK,BLANK,172.5
1131777,925693,46,4.46
1131778,925693,02,1.27
1131779,BLANK,BLANK,2.36
1131780,925693,02,1.4
1131781,BLANK,BLANK,4.42
1131782,925693,46,21.46
1131784,925693,46,5.94
1131785,3002720,BLANK,14.7
1131786,BLANK,BLANK,5.52
1131787,3002720,BLANK,1.39
1131788,925693,02,3.43
1131789,3002720,BLANK,3.75
1131790,925693,46,15.28
1131791,BLANK,BLANK,241.79
1131792,BLANK,BLANK,50.76
1131794,BLANK,BLANK,1.56
1131795,3002720,BLANK,10.55
1131796,3002720,BLANK,1.24
1131799,925693,46,12.82
1131803,008782,BLANK,100.8
1131804,008782,BLANK,39.6
1131805,008782,BLANK,35.5
1131809,008782,BLANK,32.0
1131810,008782,BLANK,61.2
1131812,008782,BLANK,39.5
1131818,008782,BLANK,64.8
1131820,008782,BLANK,86.4
1131824,008782,BLANK,64.8
1131827,008782,BLANK,100.8
1131834,008782,BLANK,35.0
1131836,008782,BLANK,126.0
1131837,008782,BLANK,43.2
1131840,008782,BLANK,115.2
1132160,BLANK,BLANK,208.29
1132164,BLANK,BLANK,220.49
1132170,BLANK,BLANK,235.72
1132172,BLANK,BLANK,205.25
1132177,BLANK,BLANK,240.81
1132184,BLANK,BLANK,233.68
1132185,BLANK,BLANK,6.09
1132186,BLANK,BLANK,1.02
1132187,BLANK,BLANK,1.02
1132188,BLANK,BLANK,17.27
1132189,BLANK,BLANK,3.05
1132190,BLANK,BLANK,10.16
1132191,BLANK,BLANK,29.46
1132192,BLANK,BLANK,6.1
1132193,BLANK,BLANK,9.15
1132194,BLANK,BLANK,2.03
1132195,BLANK,BLANK,9.15
1132196,BLANK,BLANK,7.14
1132318,BLANK,BLANK,132.0
1132319,BLANK,BLANK,121.28
1132322,BLANK,BLANK,200.93
1132324,BLANK,BLANK,24.72
1132326,BLANK,BLANK,64.2
1132327,BLANK,BLANK,210.52
1132328,BLANK,BLANK,27.84
1132329,BLANK,BLANK,227.99
1132330,034130,BLANK,60.54
1132332,BLANK,BLANK,23.0
1132333,BLANK,BLANK,17.97
1132335,BLANK,BLANK,68.21
1132336,BLANK,BLANK,209.88
1132337,BLANK,BLANK,63.72
1132338,BLANK,BLANK,136.05
1132339,446063,95,42.22
1132341,475570,BLANK,76.2
1132343,BLANK,BLANK,37.0
1132345,446063,92,1.15
1132346,3001091,BLANK,5.16
1132347,3786300,20,30.31
1132348,446063,79,22.32
1132349,3002720,BLANK,136.14
1132351,446063,BLANK,4.8
1132353,BLANK,BLANK,157.85
1132354,BLANK,BLANK,141.59
1132355,BLANK,BLANK,37.0
1132357,02018310,BLANK,16.52
1132358,BLANK,BLANK,216.62
1132359,446063,95,16.82
1132360,BLANK,BLANK,0.59
1132363,446063,92,7.52
1132365,BLANK,BLANK,55.0
1132367,019216,BLANK,15.3
1132369,446063,79,9.11
1132370,3001091,BLANK,2.58
1132372,BLANK,BLANK,88.0
1132373,BLANK,BLANK,19.55
1132375,BLANK,BLANK,231.3
1132376,BLANK,BLANK,241.8
1132381,3786300,12,11.87
1132382,BLANK,BLANK,55.0
1132383,02018310,BLANK,2.59
1132384,3786300,20,14.92
1132385,BLANK,BLANK,10.58
1132386,BLANK,BLANK,150.0
1132390,02018310,BLANK,83.18
1132391,BLANK,BLANK,45.6
1132393,BLANK,BLANK,11.0
1132394,446063,95,7.57
1132395,446063,92,30.24
1132396,3786300,20,15.07
1132397,BLANK,BLANK,108.79
1132398,BLANK,BLANK,37.0
1132400,3786300,20,30.15
1132401,BLANK,BLANK,37.0
1132403,02018310,BLANK,18.2
1132405,446063,92,65.04
1132408,446063,95,6.08
1132409,02018310,BLANK,10.37
1132411,BLANK,BLANK,41.8
1132412,3786300,20,14.92
1132414,446063,92,19.38
1132415,BLANK,BLANK,59.41
1132417,BLANK,BLANK,37.0
1132418,BLANK,BLANK,35.27
1132419,BLANK,BLANK,37.0
1132420,3002720,BLANK,98.54
1132422,446063,95,9.05
1132423,BLANK,BLANK,55.0
1132424,BLANK,BLANK,69.66
1132429,3001091,BLANK,2.58
1132430,BLANK,BLANK,86.85
1132432,3002720,BLANK,102.61
1132434,3786300,20,45.59
1132435,446063,95,6.08
1132436,3786300,20,15.02
1132437,446063,92,6.24
1132438,446063,92,32.52
1132439,246066,BLANK,197.6
1132440,446063,95,1.2
1132441,BLANK,BLANK,37.0
1132444,BLANK,BLANK,11.43
1132445,BLANK,BLANK,30.24
1132447,10753,BLANK,42.84
1132451,3002720,BLANK,14.23
1132454,3786300,20,15.4
1132458,10753,BLANK,5.4
1132459,446063,95,25.04
1132460,BLANK,BLANK,18.96
1132461,3786300,12,224.71
1132462,446063,92,28.8
1132463,BLANK,BLANK,45.72
1132464,446063,95,18.24
1132466,BLANK,BLANK,3.1
1132469,3786300,20,15.14
1132470,446063,92,10.0
1132471,446063,82,4.44
1132472,BLANK,BLANK,100.0
1132473,446063,95,6.08
1132474,446063,95,7.57
1132475,BLANK,BLANK,32.3
1132476,013875,BLANK,203.64
1132477,BLANK,BLANK,87.0
1132478,446063,95,7.57
1132481,BLANK,BLANK,171.68
1132485,BLANK,BLANK,60.0
1132486,446063,79,38.16
1132487,BLANK,BLANK,55.0
1132488,BLANK,BLANK,150.0
1132489,BLANK,BLANK,6.04
1132491,BLANK,BLANK,9.07
1132492,3002720,BLANK,147.32
1132494,3786300,12,5.91
1132496,446063,95,1.57
1132497,BLANK,BLANK,35.07
1132498,BLANK,BLANK,53.2
1132499,BLANK,BLANK,27.54
1132502,019216,BLANK,114.0
1132503,446063,95,21.42
1132504,02018310,BLANK,76.74
1132505,446063,92,10.0
1132506,446063,95,24.31
1132509,BLANK,BLANK,75.13
1132510,BLANK,BLANK,232.2
1132517,BLANK,BLANK,161.87
1132518,019216,BLANK,99.0
1132519,BLANK,BLANK,17.58
1132521,446063,95,1.32
1132523,BLANK,BLANK,0.97
1132524,BLANK,BLANK,11.16
1132525,3002720,BLANK,162.56
1132526,BLANK,BLANK,37.0
1132527,BLANK,BLANK,37.0
1132528,446063,92,60.48
1132529,446063,92,6.07
1132530,475570,BLANK,35.04
1132532,475570,BLANK,140.18
1132534,10753,BLANK,36.12
1132535,3002720,BLANK,107.7
1132536,BLANK,BLANK,55.0
1132539,BLANK,BLANK,37.0
1132540,446063,79,8.45
1132541,013875,BLANK,151.2
1132542,BLANK,BLANK,200.0
1132543,BLANK,BLANK,241.8
1132545,446063,95,33.03
1132546,BLANK,BLANK,63.07
1132548,BLANK,BLANK,47.24
1132549,446063,95,30.9
1132550,BLANK,BLANK,37.0
1132551,BLANK,BLANK,37.0
1132552,02018310,BLANK,51.19
1132555,446063,95,6.08
1132556,BLANK,BLANK,12.16
1132558,BLANK,BLANK,42.91
1132559,BLANK,BLANK,0.63
1132560,BLANK,BLANK,23.0
1132561,BLANK,BLANK,55.0
1132562,02018310,BLANK,0.98
1132563,3786300,12,5.91
1132566,446063,95,6.08
1132568,BLANK,BLANK,10.46
1132569,446063,92,5.04
1132571,BLANK,BLANK,0.65
1132573,3002720,BLANK,96.46
1132574,446063,95,18.24
1132575,3002720,BLANK,2.08
1132576,BLANK,BLANK,95.51
1132578,BLANK,BLANK,0.68
1132579,3002720,BLANK,97.52
1132580,BLANK,BLANK,89.02
1132581,BLANK,BLANK,200.0
1132583,BLANK,BLANK,15.48
1132584,BLANK,BLANK,37.0
1132585,3001091,BLANK,10.32
1132587,BLANK,BLANK,150.0
1132589,BLANK,BLANK,175.8
1132590,BLANK,BLANK,42.96
1132591,BLANK,BLANK,123.48
1132592,BLANK,BLANK,71.78
1132594,BLANK,BLANK,131.32
1132595,BLANK,BLANK,11.61
1132596,446063,92,28.32
1132597,3002720,BLANK,2.08
1132601,BLANK,BLANK,55.0
1132604,446063,92,5.39
1132606,3002720,BLANK,57.91
1132608,BLANK,BLANK,3.17
1132609,BLANK,BLANK,142.44
1132611,BLANK,BLANK,1.32
1132612,BLANK,BLANK,37.0
1132613,BLANK,BLANK,0.48
1132617,BLANK,BLANK,4.07
1132618,BLANK,BLANK,18.44
1132619,BLANK,BLANK,71.41
1132620,BLANK,BLANK,7.74
1132621,BLANK,BLANK,1.04
1132622,BLANK,BLANK,144.52
1132623,BLANK,BLANK,29.4
1132625,BLANK,BLANK,37.0
1132626,BLANK,BLANK,20.86
1132628,3002720,BLANK,17.27
1132629,BLANK,BLANK,37.0
1132630,BLANK,BLANK,57.96
1132632,446063,92,9.1
1132635,446063,92,64.98
1132636,02018310,BLANK,110.86
1132637,BLANK,BLANK,14.16
1132638,10753,BLANK,5.04
1132640,BLANK,BLANK,15.12
1132643,446063,95,1.2
1132644,BLANK,BLANK,17.38
1132646,BLANK,BLANK,234.71
1132650,BLANK,BLANK,44.03
1132652,BLANK,BLANK,13.77
1132653,BLANK,BLANK,7.74
1132654,3786300,20,15.4
1132656,BLANK,BLANK,178.86
1132657,BLANK,BLANK,105.84
1132658,BLANK,BLANK,31.99
1132660,BLANK,BLANK,181.44
1132661,BLANK,BLANK,200.0
1132662,446063,92,58.92
1132663,3786300,20,61.28
1132665,BLANK,BLANK,36.59
1132666,BLANK,BLANK,37.0
1132667,446063,79,8.2
1132668,BLANK,BLANK,114.24
1132672,02018310,BLANK,54.76
1132674,BLANK,BLANK,96.04
1132675,BLANK,BLANK,2.25
1132676,BLANK,BLANK,76.44
1132677,446063,79,22.32
1132678,BLANK,BLANK,110.94
1132680,BLANK,BLANK,19.38
1132681,BLANK,BLANK,132.0
1132682,BLANK,BLANK,174.35
1132683,BLANK,BLANK,16.15
1132685,446063,79,3.93
1132687,446063,92,11.29
1132690,BLANK,BLANK,150.0
1132691,446063,79,5.78
1132693,446063,92,10.0
1132694,BLANK,BLANK,2.25
1132698,446063,79,16.86
1132699,3786300,20,89.76
1132700,BLANK,BLANK,46.19
1132701,BLANK,BLANK,119.57
1132703,446063,79,2.24
1132704,BLANK,BLANK,65.0
1132705,BLANK,BLANK,15.66
1132708,02018310,BLANK,60.77
1132709,BLANK,BLANK,241.8
1132710,BLANK,BLANK,183.65
1132711,3001091,BLANK,2.58
1132712,019216,BLANK,3.6
1132713,BLANK,BLANK,90.84
1132714,019216,BLANK,226.0
1132715,BLANK,BLANK,18.9
1132716,BLANK,BLANK,29.82
1132717,446063,95,6.57
1132718,BLANK,BLANK,55.0
1132719,BLANK,BLANK,11.05
1132720,3786300,20,30.17
1132721,3001091,BLANK,5.16
1132722,BLANK,BLANK,151.21
1132723,BLANK,BLANK,7.44
1132724,BLANK,BLANK,200.0
1132725,BLANK,BLANK,234.77
1132726,446063,79,27.72
1132729,BLANK,BLANK,227.64
1132730,446063,95,6.08
1132731,446063,95,1.06
1132732,BLANK,BLANK,16.15
1132733,BLANK,BLANK,16.92
1132737,3786300,20,15.05
1132738,3001091,BLANK,2.58
1132739,02018310,BLANK,15.0
1132740,BLANK,BLANK,37.0
1132741,02018310,BLANK,9.72
1132744,3001091,BLANK,2.58
1132745,BLANK,BLANK,39.21
1132747,BLANK,BLANK,91.24
1132750,BLANK,BLANK,55.0
1132753,3001091,BLANK,5.16
1132755,BLANK,BLANK,150.0
1132756,475570,BLANK,52.48
1132757,BLANK,BLANK,20.32
1132760,BLANK,BLANK,88.0
1132761,446063,82,4.44
1132765,BLANK,BLANK,55.0
1132766,BLANK,BLANK,197.39
1132767,3001091,BLANK,2.58
1132769,3002720,BLANK,5.08
1132771,BLANK,BLANK,72.68
1132774,019216,BLANK,36.0
1132776,BLANK,BLANK,68.63
1132782,013875,BLANK,0.7
1132783,446063,79,3.37
1132786,BLANK,BLANK,77.52
1132789,3002720,BLANK,141.21
1132793,446063,92,21.48
1132796,BLANK,BLANK,11.01
1132797,3002720,BLANK,96.51
1132798,BLANK,BLANK,15.68
1132801,BLANK,BLANK,26.84
1132803,446063,79,11.16
1132804,446063,92,6.26
1132808,3001091,BLANK,14.28
1132811,3002720,BLANK,4.16
1132812,3786300,20,10.23
1132813,3001091,BLANK,5.16
1132816,BLANK,BLANK,87.0
1132818,013875,BLANK,74.82
1132819,034130,BLANK,224.84
1132821,02018310,BLANK,24.0
1132822,446063,0079,10.8
1132823,3001091,BLANK,5.16
1132824,BLANK,BLANK,6.74
1132827,475570,BLANK,227.09
1132829,446063,BLANK,43.05
1133698,BLANK,BLANK,163.21
1133715,BLANK,BLANK,53.84
1133717,BLANK,BLANK,28.47
1133718,BLANK,BLANK,64.02
1133719,BLANK,BLANK,39.62
1133720,BLANK,BLANK,80.27
1133721,BLANK,BLANK,8.13
1133722,BLANK,BLANK,50.8
1133723,BLANK,BLANK,58.92
1133724,BLANK,BLANK,22.35
1133725,BLANK,BLANK,122.98
1133726,BLANK,BLANK,50.8
1133727,BLANK,BLANK,122.94
1133728,BLANK,BLANK,25.4
1133729,BLANK,BLANK,23.36
1133730,BLANK,BLANK,64.0
1133731,BLANK,BLANK,13.21
1133732,BLANK,BLANK,70.08
1133733,BLANK,BLANK,2.03
1133734,BLANK,BLANK,16.25
1133735,3002720,BLANK,216.3
1133736,BLANK,BLANK,150.4
1133742,BLANK,BLANK,46.4
1133743,925693,0002,9.92
1133744,013875,BLANK,59.16
1133745,3002720,BLANK,113.4
1133750,3002720,BLANK,135.0
1133751,BLANK,BLANK,25.64
1133756,BLANK,BLANK,222.92
1133758,BLANK,BLANK,97.92
1133759,3002720,BLANK,53.76
1133761,BLANK,BLANK,25.38
1133762,925693,46,9.87
1133764,BLANK,BLANK,25.92
1133765,3002720,BLANK,0.36
1133769,3002720,BLANK,54.0
1133770,02018310,BLANK,54.0
1133772,3002720,BLANK,61.44
1133774,3002720,BLANK,2.52
1133775,3002720,BLANK,2.88
1133777,BLANK,BLANK,25.64
1133779,BLANK,BLANK,26.85
1133784,034130,BLANK,5.84
1133785,3002720,BLANK,243.0
1133786,3002720,BLANK,102.0
1133787,3002720,BLANK,7.56
1133788,034130,BLANK,64.36
1133791,BLANK,BLANK,131.04
1133793,BLANK,BLANK,17.16
1133794,3002720,BLANK,189.0
1133797,BLANK,BLANK,38.0
1133799,925693,46,20.51
1133801,925693,46,2.4
1133803,BLANK,BLANK,8.16
1133805,BLANK,BLANK,129.58
1133806,BLANK,BLANK,198.69
1133807,BLANK,BLANK,195.84
1133809,BLANK,BLANK,37.8
1133812,019216,BLANK,2.59
1133813,422470,0090,53.28
1133815,BLANK,BLANK,182.4
1133816,02018310,BLANK,57.0
1133817,BLANK,BLANK,23.2
1133821,925693,02,21.24
1133822,BLANK,BLANK,150.0
1133824,3002720,BLANK,55.68
1133825,BLANK,BLANK,90.0
1133826,3002720,BLANK,32.4
1133827,BLANK,BLANK,39.53
1133829,3002720,BLANK,165.92
1133831,925693,02,4.54
1133833,3002720,BLANK,27.2
1133834,3002720,BLANK,45.9
1133836,02018310,BLANK,221.48
1133840,013875,BLANK,0.75
1133841,3002720,BLANK,80.64
1133843,925693,02,5.02
1133844,BLANK,BLANK,102.77
1133846,925693,46,8.56
1133849,3002720,BLANK,22.32
1133851,3002720,BLANK,17.28
1133852,BLANK,BLANK,175.0
1133853,3002720,BLANK,81.0
1133857,BLANK,BLANK,25.64
1133859,BLANK,BLANK,76.92
1133860,3002720,BLANK,25.92
1133861,3002720,BLANK,2.76
1133864,BLANK,BLANK,76.92
1133867,BLANK,BLANK,195.12
1133868,02018310,BLANK,163.32
1133869,BLANK,BLANK,99.27
1133871,3002720,BLANK,44.16
1133872,BLANK,BLANK,65.88
1133874,BLANK,BLANK,26.0
1133875,3002720,BLANK,49.92
1133876,BLANK,BLANK,71.04
1133880,3002720,BLANK,7.2
1133885,3002720,BLANK,46.08
1133887,925693,02,3.22
1133889,3002720,BLANK,135.0
1133890,02018310,BLANK,6.8
1133891,3002720,BLANK,113.4
1133893,3002720,BLANK,35.1
1133895,019216,BLANK,166.5
1133896,925693,46,10.76
1133897,3002720,BLANK,63.0
1133901,BLANK,BLANK,30.36
1133902,BLANK,BLANK,20.22
1133905,925693,46,12.82
1133907,3002720,BLANK,100.8
1133908,BLANK,BLANK,61.48
1133909,BLANK,BLANK,171.6
1133910,BLANK,BLANK,97.92
1133912,3002720,BLANK,1.8
1133913,925693,46,62.64
1133915,BLANK,BLANK,51.28
1133918,925693,02,2.73
1133919,BLANK,BLANK,97.92
1133920,3002720,BLANK,124.2
1133921,BLANK,BLANK,190.56
1133922,BLANK,BLANK,25.16
1133924,3002720,BLANK,18.9
1133927,013875,BLANK,146.76
1133929,3002720,BLANK,151.2
1133930,925693,46,71.04
1133932,BLANK,BLANK,22.12
1133933,925693,46,56.04
1133936,3002720,BLANK,1.8
1133937,BLANK,BLANK,51.5
1133938,BLANK,BLANK,3.15
1133939,3002720,BLANK,191.76
1133943,3002720,BLANK,75.6
1133950,3002720,BLANK,58.8
1133953,925693,46,10.76
1133954,3002720,BLANK,30.72
1133959,BLANK,BLANK,0.51
1133961,3002720,BLANK,117.6
1133962,BLANK,BLANK,33.6
1133964,BLANK,BLANK,20.76
1133967,3002720,BLANK,18.9
1133969,3002720,BLANK,118.8
1133970,3002720,BLANK,3.96
1133973,BLANK,BLANK,33.6
1133975,3002720,BLANK,199.92
1133976,925693,46,4.39
1133979,3002720,BLANK,28.56
1133983,3002720,BLANK,233.92
1133984,BLANK,BLANK,16.32
1133986,BLANK,BLANK,180.0
1133987,3002720,BLANK,122.4
1133988,3002720,BLANK,17.28
1133989,925693,46,26.28
1133991,BLANK,BLANK,151.68
1133993,BLANK,BLANK,33.6
1133994,BLANK,BLANK,181.76
1133996,02018310,BLANK,13.61
1133998,3002720,BLANK,11.52
1134003,BLANK,BLANK,30.59
1134004,BLANK,BLANK,77.22
1134005,02018310,BLANK,54.76
1134007,BLANK,BLANK,146.88
1134012,BLANK,BLANK,45.51
1134014,925693,46,12.82
1134015,BLANK,BLANK,146.88
1134016,BLANK,BLANK,45.72
1134017,BLANK,BLANK,18.96
1134018,BLANK,BLANK,150.0
1134020,925693,46,21.52
1134021,BLANK,BLANK,132.9
1134023,925693,46,25.65
1134028,02018310,BLANK,40.54
1134029,BLANK,BLANK,97.92
1134030,BLANK,BLANK,97.92
1134033,3002720,BLANK,56.7
1134034,3002720,BLANK,8.64
1134037,BLANK,BLANK,26.28
1134038,BLANK,BLANK,156.0
1134040,BLANK,BLANK,26.78
1134043,925693,46,13.77
1134044,3002720,BLANK,231.2
1134045,925693,02,5.09
1134046,BLANK,BLANK,19.26
1134047,3002720,BLANK,38.4
1134051,BLANK,BLANK,16.8
1134052,019216,BLANK,31.5
1134053,BLANK,BLANK,22.01
1134054,BLANK,BLANK,31.86
1134058,BLANK,BLANK,10.74
1134059,925693,46,12.82
1134061,925693,46,17.09
1134063,3002720,BLANK,3.84
1134064,BLANK,BLANK,195.84
1134067,3002720,BLANK,167.4
1134068,3002720,BLANK,191.76
1134069,BLANK,BLANK,22.56
1134070,925693,02,30.36
1134072,02018310,BLANK,1.62
1134075,BLANK,BLANK,101.12
1134076,019216,BLANK,76.32
1134078,BLANK,BLANK,146.88
1134082,BLANK,BLANK,97.92
1134083,925693,02,11.1
1134084,925693,46,11.38
1134090,BLANK,BLANK,97.92
1134092,3002720,BLANK,35.1
1134097,BLANK,BLANK,147.39
1134099,3002720,BLANK,87.04
1134103,3002720,BLANK,5.76
1134107,925693,46,25.38
1134108,3002720,BLANK,118.8
1134109,3002720,BLANK,151.2
1134110,925693,46,26.28
1134111,BLANK,BLANK,115.83
1134112,BLANK,BLANK,240.13
1134114,925693,46,12.42
1134115,3002720,BLANK,36.48
1134116,BLANK,BLANK,112.08
1134117,BLANK,BLANK,57.39
1134118,BLANK,BLANK,1.14
1134120,3002720,BLANK,99.28
1134125,02018310,BLANK,57.95
1134126,3002720,BLANK,32.4
1134128,925693,02,4.34
1134129,3002720,BLANK,162.0
1134133,BLANK,BLANK,201.04
1134134,925693,46,32.94
1134135,3002720,BLANK,156.6
1134136,3002720,BLANK,176.8
1134137,BLANK,BLANK,73.92
1134138,3002720,BLANK,37.8
1134139,925693,46,32.94
1134142,925693,46,10.76
1134143,019216,BLANK,84.0
1134144,02018310,BLANK,126.35
1134146,BLANK,BLANK,180.57
1134148,BLANK,BLANK,20.93
1134149,019216,BLANK,41.0
1134152,3002720,BLANK,63.0
1134153,3002720,BLANK,22.32
1134156,02018310,BLANK,13.61
1134160,925693,02,29.34
1134162,BLANK,BLANK,73.44
1134163,BLANK,BLANK,63.64
1134164,3002720,BLANK,167.4
1134165,BLANK,BLANK,13.5
1134167,3002720,BLANK,4.32
1134168,BLANK,BLANK,80.62
1134169,925693,46,168.12
1134170,3002720,BLANK,40.8
1134171,3002720,BLANK,11.52
1134172,BLANK,BLANK,22.07
1134173,BLANK,BLANK,22.08
1134174,BLANK,BLANK,150.32
1134176,925693,0002,59.52
1134177,3002720,BLANK,113.4
1134178,BLANK,BLANK,20.88
1134179,BLANK,BLANK,35.16
1134181,3002720,BLANK,54.0
1134183,3002720,BLANK,61.44
1134184,BLANK,BLANK,89.74
1134185,BLANK,BLANK,51.28
1134188,3002720,BLANK,142.08
1134191,BLANK,BLANK,121.44
1134194,BLANK,BLANK,63.65
1134196,BLANK,BLANK,126.36
1134197,925693,46,14.54
1134198,BLANK,BLANK,97.92
1134199,BLANK,BLANK,150.0
1134200,BLANK,BLANK,65.6
1134201,925693,46,210.24
1134202,3002720,BLANK,35.1
1134203,925693,46,8.22
1134208,3002720,BLANK,49.92
1134209,BLANK,BLANK,58.81
1134211,BLANK,BLANK,13.5
1134213,925693,46,9.75
1134214,BLANK,BLANK,9.72
1134215,BLANK,BLANK,118.8
1134216,BLANK,BLANK,21.68
1134217,3002720,BLANK,183.6
1134219,3002720,BLANK,104.72
1134220,BLANK,BLANK,224.81
1134221,3002720,BLANK,49.92
1134222,BLANK,BLANK,51.28
1134223,925693,BLANK,44.97
1134225,925693,02,11.1
1134230,3002720,BLANK,3.24
1134233,3002720,BLANK,49.92
1134234,BLANK,BLANK,25.64
1134235,925693,61,3.13
1134236,BLANK,BLANK,1.05
1134237,02018316,BLANK,175.74
1134238,BLANK,BLANK,37.32
1134239,925693,46,31.52
1134240,BLANK,BLANK,3.49
1134241,02018316,BLANK,93.08
1134242,3015629,BLANK,0.83
1134243,02018315,BLANK,3.89
1134244,3015629,BLANK,7.9
1134245,BLANK,BLANK,4.38
1134246,3786300,20,15.15
1134247,3015629,BLANK,4.74
1134248,3001091,BLANK,6.32
1134249,3002720,BLANK,4.74
1134250,02018314,BLANK,69.2
1134251,3015629,BLANK,23.7
1134252,BLANK,BLANK,15.0
1134253,BLANK,BLANK,10.56
1134254,3001091,BLANK,13.5
1134255,BLANK,BLANK,18.46
1134256,BLANK,BLANK,77.54
1134257,02018314,BLANK,67.03
1134258,02018314,BLANK,71.42
1134259,925693,02,1.52
1134260,BLANK,BLANK,4.76
1134261,925693,46,12.74
1134262,BLANK,BLANK,0.02
1134263,925693,46,4.27
1134264,3015629,BLANK,12.64
1134265,3001091,BLANK,22.12
1134267,925693,02,1.08
1134268,925693,63,1.89
1134269,3015629,BLANK,7.9
1134271,BLANK,BLANK,6.66
1134272,925693,02,1.97
1134273,BLANK,BLANK,1.98
1134274,925693,46,12.82
1134275,BLANK,BLANK,4.37
1134277,BLANK,BLANK,0.12
1134278,BLANK,BLANK,131.4
1134279,3002720,BLANK,7.9
1134281,BLANK,BLANK,0.07
1134282,BLANK,BLANK,61.2
1134284,3015629,BLANK,14.22
1134285,BLANK,BLANK,0.03
1134286,3015629,BLANK,0.83
1134287,BLANK,BLANK,9.31
1134288,3015629,BLANK,3.32
1134290,02018314,BLANK,82.58
1134292,3002720,BLANK,3.16
1134293,925693,02,4.22
1134294,3001091,BLANK,3.16
1134295,3015629,BLANK,32.37
1134296,02018316,BLANK,1.7
1134297,3002720,BLANK,3.16
1134298,BLANK,BLANK,0.44
1134299,3002720,BLANK,3.16
1134300,BLANK,BLANK,16.56
1134301,02018314,BLANK,3.97
1134302,02018315,BLANK,35.1
1134304,3002720,BLANK,3.16
1134305,02018312,BLANK,8.24
1134306,BLANK,BLANK,4.93
1134307,02018312,BLANK,63.47
1134308,BLANK,BLANK,0.06
1134309,3015629,BLANK,16.6
1134310,BLANK,BLANK,44.3
1134311,3786300,20,14.92
1134312,BLANK,BLANK,95.12
1134315,967539,92,10.49
1134316,925693,46,12.82
1134317,3001091,BLANK,4.74
1134318,925693,61,33.23
1134319,02018311,BLANK,27.73
1134320,967539,92,23.98
1134321,967539,92,30.6
1134322,02018316,BLANK,100.88
1134323,967539,92,21.39
1134324,925693,02,2.16
1134325,BLANK,BLANK,1.94
1134326,3015629,BLANK,12.64
1134327,BLANK,BLANK,0.22
1134328,BLANK,BLANK,0.13
1134329,6981800,12,9.21
1134330,BLANK,BLANK,3.93
1134331,BLANK,BLANK,44.3
1134332,3002720,BLANK,2.08
1134333,BLANK,BLANK,0.01
1134334,967539,92,5.65
1134335,02018312,BLANK,63.47
1134336,3002720,BLANK,4.16
1134337,02018315,BLANK,65.98
1134338,02018315,BLANK,193.7
1134339,3786300,20,14.92
1134340,BLANK,BLANK,121.8
1134341,3015629,BLANK,15.8
1134342,02018308,BLANK,20.1
1134343,925693,46,20.74
1134344,02018316,BLANK,14.32
1134345,BLANK,BLANK,22.16
1134347,BLANK,BLANK,134.52
1134348,3001091,BLANK,4.74
1134349,02018308,BLANK,158.66
1134352,BLANK,BLANK,0.11
1134353,3015629,BLANK,9.48
1134354,02018314,BLANK,81.8
1134355,BLANK,BLANK,0.33
1134356,967539,92,6.74
1134358,BLANK,BLANK,6.65
1134360,967539,92,34.43
1134361,3015629,BLANK,28.44
1134362,925693,46,12.82
1134363,6981800,BLANK,12.21
1134364,BLANK,BLANK,100.2
1134365,925693,46,14.5
1134366,02018315,BLANK,47.59
1134368,BLANK,BLANK,4.29
1134369,BLANK,BLANK,0.09
1134370,02018314,BLANK,51.85
1134371,3001091,BLANK,3.16
1134372,02018314,BLANK,3.51
1134373,925693,46,5.27
1134374,BLANK,BLANK,138.36
1134375,967539,92,12.7
1134376,02018316,BLANK,124.28
1134378,3015629,BLANK,7.9
1134379,3001091,BLANK,1.58
1134380,967539,0092,17.1
1134381,3015629,BLANK,11.06
1134382,BLANK,BLANK,20.04
1134383,BLANK,BLANK,0.03
1134384,3015629,BLANK,39.5
1134386,3015629,BLANK,39.84
1134387,BLANK,BLANK,0.1
1134388,3002720,BLANK,1.58
1134390,02018311,BLANK,176.15
